基金代码,基金名称,基金类型,限购额度情况,狭义海外AI占比,扩展海外AI占比,广义离岸AI占比,匹配持仓数,核心持仓摘要
010693,华夏核心价值混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.89%,1,阿里巴巴-W 1.89%
010698,国联行业先锋6个月持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.10%,1,腾讯控股 9.10%
010689,招商瑞德一年持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.29%,2,腾讯控股 1.84%; 阿里巴巴-W 1.45%
010700,东方红锦丰优选两年定开混合,混合型-偏债,暂停申购；当前不可场外申购；下一开放日2027-02-25；数据日05-22,0.00%,0.00%,4.55%,2,腾讯控股 2.62%; 阿里巴巴-W 1.93%
010713,中欧瑾利混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.36%,2,腾讯控股 1.84%; 阿里巴巴-W 1.52%
010718,前海开源优质企业6个月持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.99%,2,腾讯控股 9.15%; 小米集团-W 4.84%
010712,中欧瑾利混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.36%,2,腾讯控股 1.84%; 阿里巴巴-W 1.52%
010717,前海开源优质企业6个月持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.99%,2,腾讯控股 9.15%; 小米集团-W 4.84%
010737,易方达沪深300指数增强C,指数型-股票,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.32%,2,阿里巴巴-W 3.95%; 中芯国际 1.37%
010730,银华心佳两年持有期混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,10.16%,2,中芯国际 5.55%; 阿里巴巴-W 4.61%
010736,易方达沪深300指数增强A,指数型-股票,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.32%,2,阿里巴巴-W 3.95%; 中芯国际 1.37%
010745,工银灵动价值混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.16%,2,腾讯控股 3.74%; 阿里巴巴-W 2.42%
010761,华商甄选回报混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.61%,2,金山云 3.49%; 阿里巴巴-W 3.12%
010744,工银灵动价值混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.16%,2,腾讯控股 3.74%; 阿里巴巴-W 2.42%
010754,招商沪港深科技创新混合C,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.12%,2,腾讯控股 5.89%; 阿里巴巴-W 2.23%
010776,博时恒旭持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.44%,1,腾讯控股 1.44%
010784,德邦沪港深龙头混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.80%,2,腾讯控股 4.14%; 阿里巴巴-W 2.66%
010775,博时恒旭持有期混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.44%,1,腾讯控股 1.44%
010783,德邦沪港深龙头混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.80%,2,腾讯控股 4.14%; 阿里巴巴-W 2.66%
010795,民生价值发现一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.39%,1,腾讯控股 4.39%
010796,民生价值发现一年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.39%,1,腾讯控股 4.39%
010789,汇添富恒生指数(QDII-LOF)C,指数型-海外股票,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,17.68%,3,腾讯控股 7.36%; 阿里巴巴-W 6.86%; 小米集团-W 3.46%
010832,国泰合益混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.32%,1,腾讯控股 0.32%
010833,国泰合益混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.32%,1,腾讯控股 0.32%
010839,易方达瑞安灵活配置混合A,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.45%,1,阿里巴巴-W 0.45%
010840,易方达瑞安灵活配置混合C,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.45%,1,阿里巴巴-W 0.45%
010843,富国天润回报混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.87%,1,阿里巴巴-W 1.87%
010844,富国天润回报混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.87%,1,阿里巴巴-W 1.87%
010864,泓德卓远混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.30%,1,中芯国际 2.30%
010881,南方宝顺混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.62%,1,腾讯控股 0.62%
010870,汇添富稳健鑫添益六个月持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.38%,1,腾讯控股 0.38%
010874,泰康品质生活混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.84%,1,腾讯控股 8.84%
010878,诺德优势产业,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.89%,1,阿里巴巴-W 4.89%
010875,泰康品质生活混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,8.84%,1,腾讯控股 8.84%
010882,南方宝顺混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.62%,1,腾讯控股 0.62%
010880,南方宝升混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.56%,1,腾讯控股 0.56%
010869,汇添富稳健欣享一年持有混合,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.51%,1,腾讯控股 0.51%
010887,南方消费升级混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.15%,1,腾讯控股 3.15%
010868,华宝安盈混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.94%,2,腾讯控股 0.53%; 金山云 0.41%
010879,南方宝升混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.56%,1,腾讯控股 0.56%
010865,泓德卓远混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.30%,1,中芯国际 2.30%
010902,博时成长领航混合A,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.45%,1,阿里巴巴-W 4.45%
010890,交银鸿福六个月持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.91%,1,腾讯控股 0.91%
010891,交银鸿福六个月持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.91%,1,腾讯控股 0.91%
010888,南方消费升级混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.15%,1,腾讯控股 3.15%
010898,银河产业动力混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,16.25%,3,腾讯控股 5.77%; 华虹半导体 5.44%; 阿里巴巴-W 5.04%
010905,博时双季鑫6个月持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.60%,1,中芯国际 1.60%
010915,长盛成长精选混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.14%,1,腾讯控股 7.14%
010904,博时双季鑫6个月持有混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.60%,1,中芯国际 1.60%
010914,长盛成长精选混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.14%,1,腾讯控股 7.14%
010913,国泰成长价值混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.75%,1,华虹半导体 1.75%
010912,国泰成长价值混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.75%,1,华虹半导体 1.75%
010924,博时双季鑫6个月持有混合B,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.60%,1,中芯国际 1.60%
010922,朱雀匠心一年持有,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,14.34%,2,中芯国际 8.82%; 腾讯控股 5.52%
010903,博时成长领航混合C,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.45%,1,阿里巴巴-W 4.45%
010970,华夏安阳6个月持有期混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.77%,1,腾讯控股 7.77%
010966,富国成长领航混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.65%,1,中芯国际 4.65%
010969,华夏安阳6个月持有期混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.77%,1,腾讯控股 7.77%
011013,长城消费30股票A,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.00%,1,阿里巴巴-W 4.00%
011014,长城消费30股票C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.00%,1,阿里巴巴-W 4.00%
011021,汇添富互联网核心资产六个月持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,23.85%,4,腾讯控股 9.92%; 中芯国际 5.24%; 阿里巴巴-W 4.63%; 华虹半导体 4.06%
011006,工银圆丰三年持有期混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,5.86%,1,腾讯控股 5.86%
011022,汇添富互联网核心资产六个月持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,23.85%,4,腾讯控股 9.92%; 中芯国际 5.24%; 阿里巴巴-W 4.63%; 华虹半导体 4.06%
011032,东方红睿泽三年持有混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.30%,2,腾讯控股 7.66%; 阿里巴巴-W 5.64%
011045,中银顺泽回报一年持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.53%,2,腾讯控股 0.82%; 阿里巴巴-W 0.71%
011034,南方宝恒混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.63%,1,腾讯控股 0.63%
011042,国泰价值先锋股票A,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.47%,1,中芯国际 3.47%
011044,中银顺泽回报一年持有期混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,1.53%,2,腾讯控股 0.82%; 阿里巴巴-W 0.71%
011043,国泰价值先锋股票C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,3.47%,1,中芯国际 3.47%
011050,天弘裕新混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.89%,1,腾讯控股 0.89%
011051,天弘裕新混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.89%,1,腾讯控股 0.89%
011033,南方宝恒混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.63%,1,腾讯控股 0.63%
011065,南方誉享一年持有期混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.62%,1,腾讯控股 0.62%
011077,汇丰晋信创新先锋,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.79%,1,腾讯控股 7.79%
011064,南方誉享一年持有期混合A,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.62%,1,腾讯控股 0.62%
011081,国投瑞银港股通混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,13.63%,2,腾讯控股 9.36%; 阿里巴巴-W 4.27%
011091,工银双玺6个月持有期债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.58%,2,腾讯控股 0.38%; 阿里巴巴-W 0.20%
011100,富国价值创造混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.11%,1,腾讯控股 4.11%
011092,工银双玺6个月持有期债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.58%,2,腾讯控股 0.38%; 阿里巴巴-W 0.20%
011110,南方晖元6个月持有期债券C,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.41%,1,腾讯控股 0.41%
011109,南方晖元6个月持有期债券A,债券型-混合二级,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.41%,1,腾讯控股 0.41%
011099,富国价值创造混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.11%,1,腾讯控股 4.11%
011117,富国沪港深业绩驱动混合型C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,17.13%,2,腾讯控股 8.67%; 阿里巴巴-W 8.46%
011114,富国沪港深行业精选混合C,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,11.28%,2,阿里巴巴-W 6.23%; 腾讯控股 5.05%
011123,汇添富ESG可持续成长股票C,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.63%,1,腾讯控股 4.63%
011119,汇添富稳健睿选一年持有混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,2.72%,2,腾讯控股 1.91%; 阿里巴巴-W 0.81%
011122,汇添富ESG可持续成长股票A,股票型,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.63%,1,腾讯控股 4.63%
011131,富国沪港深价值混合C,混合型-灵活,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,14.27%,2,腾讯控股 8.22%; 阿里巴巴-W 6.05%
011152,国富兴海回报混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.16%,1,腾讯控股 7.16%
011153,华宝新兴消费混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.79%,1,腾讯控股 9.79%
011163,博时港股通领先趋势混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,18.06%,3,腾讯控股 8.29%; 阿里巴巴-W 5.02%; 华虹半导体 4.75%
011167,景顺长城景气成长混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,4.22%,1,中芯国际 4.22%
011155,金鹰责任投资混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.54%,1,晶泰控股 6.54%
011162,博时港股通领先趋势混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,18.06%,3,腾讯控股 8.29%; 阿里巴巴-W 5.02%; 华虹半导体 4.75%
011156,金鹰责任投资混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.54%,1,晶泰控股 6.54%
011154,华宝新兴消费混合C,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,9.79%,1,腾讯控股 9.79%
011170,宝盈智慧生活混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,16.50%,2,阿里巴巴-W 8.60%; 腾讯控股 7.90%
011173,银华心享一年持有期混合,混合型-偏股,限大额；起购10元；日累计10万；数据日05-25,0.00%,0.00%,9.52%,3,腾讯控股 4.96%; 阿里巴巴-W 3.17%; 中芯国际 1.39%
011177,博时汇融回报一年持有混合A,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,6.77%,2,腾讯控股 3.72%; 华虹半导体 3.05%
011176,平安恒鑫混合C,混合型-偏债,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,0.76%,1,腾讯控股 0.76%
011174,中庚价值品质一年持有期混合,混合型-偏股,开放申购；起购10元；日累计无限额；数据日05-25,0.00%,0.00%,7.93%,1,腾讯控股 7.93%
