基金代码,基金名称,基金类型,AXTI占比,存储占比,光芯片/光通信占比,电芯片/核心半导体占比,合计占比,匹配持仓数,核心持仓摘要
017301,安信数字经济股票发起C,股票型,0.00%,4.77%,0.00%,15.50%,20.27%,8,北方华创(电芯片/核心半导体) 3.23%; 寒武纪(电芯片/核心半导体) 3.13%; 中芯国际(电芯片/核心半导体) 2.89%; 海光信息(电芯片/核心半导体) 2.86%; 中微公司(电芯片/核心半导体) 2.45%; 兆易创新(存储) 2.43%; 澜起科技(存储) 2.34%; 中芯国际(电芯片/核心半导体) 0.94%
026293,红土精选混合C,混合型-灵活,0.00%,0.00%,20.25%,0.00%,20.25%,3,中际旭创(光芯片/光通信) 8.94%; 新易盛(光芯片/光通信) 8.39%; 源杰科技(光芯片/光通信) 2.92%
168401,红土精选混合(LOF)A,混合型-灵活,0.00%,0.00%,20.25%,0.00%,20.25%,3,中际旭创(光芯片/光通信) 8.94%; 新易盛(光芯片/光通信) 8.39%; 源杰科技(光芯片/光通信) 2.92%
005136,华安幸福生活混合A,混合型-偏股,0.00%,3.92%,16.32%,0.00%,20.24%,3,新易盛(光芯片/光通信) 8.90%; 中际旭创(光芯片/光通信) 7.42%; 兆易创新(存储) 3.92%
014990,华安幸福生活混合C,混合型-偏股,0.00%,3.92%,16.32%,0.00%,20.24%,3,新易盛(光芯片/光通信) 8.90%; 中际旭创(光芯片/光通信) 7.42%; 兆易创新(存储) 3.92%
001764,广发沪港深新机遇股票,股票型,0.00%,0.00%,10.79%,9.45%,20.24%,3,长飞光纤光缆(光芯片/光通信) 10.79%; 北方华创(电芯片/核心半导体) 4.95%; 中微公司(电芯片/核心半导体) 4.50%
008085,海富通先进制造股票A,股票型,0.00%,4.70%,12.27%,3.25%,20.22%,5,澜起科技(存储) 4.70%; 长飞光纤光缆(光芯片/光通信) 4.55%; 中际旭创(光芯片/光通信) 4.33%; 天孚通信(光芯片/光通信) 3.39%; 芯原股份(电芯片/核心半导体) 3.25%
008084,海富通先进制造股票C,股票型,0.00%,4.70%,12.27%,3.25%,20.22%,5,澜起科技(存储) 4.70%; 长飞光纤光缆(光芯片/光通信) 4.55%; 中际旭创(光芯片/光通信) 4.33%; 天孚通信(光芯片/光通信) 3.39%; 芯原股份(电芯片/核心半导体) 3.25%
180001,银华优势企业混合,混合型-灵活,0.00%,0.00%,13.21%,6.97%,20.18%,5,中际旭创(光芯片/光通信) 5.61%; 新易盛(光芯片/光通信) 4.71%; 海光信息(电芯片/核心半导体) 3.74%; 中芯国际(电芯片/核心半导体) 3.23%; 天孚通信(光芯片/光通信) 2.89%
016311,中欧优质企业混合A,混合型-偏股,0.00%,0.00%,20.18%,0.00%,20.18%,3,中际旭创(光芯片/光通信) 7.99%; 新易盛(光芯片/光通信) 6.64%; 高伟电子(光芯片/光通信) 5.55%
016312,中欧优质企业混合C,混合型-偏股,0.00%,0.00%,20.18%,0.00%,20.18%,3,中际旭创(光芯片/光通信) 7.99%; 新易盛(光芯片/光通信) 6.64%; 高伟电子(光芯片/光通信) 5.55%
519688,交银精选混合,混合型-偏股,0.00%,0.00%,17.18%,2.97%,20.15%,3,中际旭创(光芯片/光通信) 8.99%; 新易盛(光芯片/光通信) 8.19%; 北方华创(电芯片/核心半导体) 2.97%
007501,万家科创主题灵活配置混合(LOF)C,混合型-灵活,0.00%,10.77%,9.29%,0.00%,20.06%,4,兆易创新(存储) 6.16%; 中际旭创(光芯片/光通信) 5.14%; 澜起科技(存储) 4.61%; 新易盛(光芯片/光通信) 4.15%
501075,万家科创主题灵活配置混合(LOF)A,混合型-灵活,0.00%,10.77%,9.29%,0.00%,20.06%,4,兆易创新(存储) 6.16%; 中际旭创(光芯片/光通信) 5.14%; 澜起科技(存储) 4.61%; 新易盛(光芯片/光通信) 4.15%
018210,红土创新景气回报混合A,混合型-偏股,0.00%,0.00%,20.05%,0.00%,20.05%,3,中际旭创(光芯片/光通信) 8.17%; 新易盛(光芯片/光通信) 7.40%; 源杰科技(光芯片/光通信) 4.48%
018211,红土创新景气回报混合C,混合型-偏股,0.00%,0.00%,20.05%,0.00%,20.05%,3,中际旭创(光芯片/光通信) 8.17%; 新易盛(光芯片/光通信) 7.40%; 源杰科技(光芯片/光通信) 4.48%
001749,招商中国机遇股票A,股票型,0.00%,3.45%,8.14%,8.43%,20.02%,5,寒武纪(电芯片/核心半导体) 4.68%; 新易盛(光芯片/光通信) 4.63%; 海光信息(电芯片/核心半导体) 3.75%; 源杰科技(光芯片/光通信) 3.51%; 兆易创新(存储) 3.45%
011186,信澳至诚精选混合A,混合型-偏股,0.00%,16.85%,0.00%,3.17%,20.02%,4,北京君正(存储) 6.49%; 普冉股份(存储) 6.32%; 兆易创新(存储) 4.04%; 中微公司(电芯片/核心半导体) 3.17%
014953,信澳至诚精选混合C,混合型-偏股,0.00%,16.85%,0.00%,3.17%,20.02%,4,北京君正(存储) 6.49%; 普冉股份(存储) 6.32%; 兆易创新(存储) 4.04%; 中微公司(电芯片/核心半导体) 3.17%
025660,招商中国机遇股票C,股票型,0.00%,3.45%,8.14%,8.43%,20.02%,5,寒武纪(电芯片/核心半导体) 4.68%; 新易盛(光芯片/光通信) 4.63%; 海光信息(电芯片/核心半导体) 3.75%; 源杰科技(光芯片/光通信) 3.51%; 兆易创新(存储) 3.45%
159675,创业板增强ETF嘉实,指数型-股票,0.00%,0.00%,20.00%,0.00%,20.00%,3,中际旭创(光芯片/光通信) 9.42%; 新易盛(光芯片/光通信) 7.74%; 天孚通信(光芯片/光通信) 2.84%
019157,易方达全球配置混合(QDII)A(美元现汇),QDII-混合灵活,3.51%,3.08%,13.40%,0.00%,19.99%,5,Lumentum Holdings Inc(光芯片/光通信) 5.67%; 长飞光纤光缆(光芯片/光通信) 4.57%; AXT Inc(AXTI) 3.51%; 康宁(光芯片/光通信) 3.16%; 美光科技(存储) 3.08%
019156,易方达全球配置混合(QDII)C(人民币),QDII-混合灵活,3.51%,3.08%,13.40%,0.00%,19.99%,5,Lumentum Holdings Inc(光芯片/光通信) 5.67%; 长飞光纤光缆(光芯片/光通信) 4.57%; AXT Inc(AXTI) 3.51%; 康宁(光芯片/光通信) 3.16%; 美光科技(存储) 3.08%
019158,易方达全球配置混合(QDII)C(美元现汇),QDII-混合灵活,3.51%,3.08%,13.40%,0.00%,19.99%,5,Lumentum Holdings Inc(光芯片/光通信) 5.67%; 长飞光纤光缆(光芯片/光通信) 4.57%; AXT Inc(AXTI) 3.51%; 康宁(光芯片/光通信) 3.16%; 美光科技(存储) 3.08%
019155,易方达全球配置混合(QDII)A(人民币),QDII-混合灵活,3.51%,3.08%,13.40%,0.00%,19.99%,5,Lumentum Holdings Inc(光芯片/光通信) 5.67%; 长飞光纤光缆(光芯片/光通信) 4.57%; AXT Inc(AXTI) 3.51%; 康宁(光芯片/光通信) 3.16%; 美光科技(存储) 3.08%
001825,建信中国制造2025股票A,股票型,0.00%,4.51%,15.48%,0.00%,19.99%,3,中际旭创(光芯片/光通信) 9.29%; 新易盛(光芯片/光通信) 6.19%; 兆易创新(存储) 4.51%
014380,建信中国制造2025股票C,股票型,0.00%,4.51%,15.48%,0.00%,19.99%,3,中际旭创(光芯片/光通信) 9.29%; 新易盛(光芯片/光通信) 6.19%; 兆易创新(存储) 4.51%
006265,红土创新新科技股票A,股票型,0.00%,0.00%,19.98%,0.00%,19.98%,3,中际旭创(光芯片/光通信) 8.54%; 新易盛(光芯片/光通信) 8.36%; 源杰科技(光芯片/光通信) 3.08%
026155,红土创新新科技股票C,股票型,0.00%,0.00%,19.98%,0.00%,19.98%,3,中际旭创(光芯片/光通信) 8.54%; 新易盛(光芯片/光通信) 8.36%; 源杰科技(光芯片/光通信) 3.08%
001879,长城创业板指数增强A,指数型-股票,0.00%,0.00%,19.93%,0.00%,19.93%,3,中际旭创(光芯片/光通信) 9.37%; 新易盛(光芯片/光通信) 8.53%; 天孚通信(光芯片/光通信) 2.03%
006928,长城创业板指数增强C,指数型-股票,0.00%,0.00%,19.93%,0.00%,19.93%,3,中际旭创(光芯片/光通信) 9.37%; 新易盛(光芯片/光通信) 8.53%; 天孚通信(光芯片/光通信) 2.03%
012647,中欧洞见一年持有混合,混合型-偏股,0.00%,0.00%,19.91%,0.00%,19.91%,3,中际旭创(光芯片/光通信) 7.97%; 新易盛(光芯片/光通信) 6.48%; 高伟电子(光芯片/光通信) 5.46%
159915,创业板ETF易方达,指数型-股票,0.00%,0.00%,19.38%,0.52%,19.90%,4,中际旭创(光芯片/光通信) 9.30%; 新易盛(光芯片/光通信) 7.53%; 天孚通信(光芯片/光通信) 2.55%; 圣邦股份(电芯片/核心半导体) 0.52%
159958,创业板ETF工银,指数型-股票,0.00%,0.00%,19.90%,0.00%,19.90%,3,中际旭创(光芯片/光通信) 9.51%; 新易盛(光芯片/光通信) 7.77%; 天孚通信(光芯片/光通信) 2.62%
012545,富荣福银混合A,混合型-偏股,0.00%,0.00%,19.89%,0.00%,19.89%,3,新易盛(光芯片/光通信) 7.19%; 天孚通信(光芯片/光通信) 6.53%; 中际旭创(光芯片/光通信) 6.17%
012546,富荣福银混合C,混合型-偏股,0.00%,0.00%,19.89%,0.00%,19.89%,3,新易盛(光芯片/光通信) 7.19%; 天孚通信(光芯片/光通信) 6.53%; 中际旭创(光芯片/光通信) 6.17%
018020,南方核心科技一年持有混合C,混合型-偏股,0.00%,0.00%,0.00%,19.87%,19.87%,3,海光信息(电芯片/核心半导体) 7.69%; 复旦微电(电芯片/核心半导体) 7.47%; 华海清科(电芯片/核心半导体) 4.71%
018019,南方核心科技一年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,19.87%,19.87%,3,海光信息(电芯片/核心半导体) 7.69%; 复旦微电(电芯片/核心半导体) 7.47%; 华海清科(电芯片/核心半导体) 4.71%
009063,财通智慧成长混合C,混合型-偏股,0.00%,0.00%,19.85%,0.00%,19.85%,3,新易盛(光芯片/光通信) 7.97%; 中际旭创(光芯片/光通信) 7.01%; 源杰科技(光芯片/光通信) 4.87%
009062,财通智慧成长混合A,混合型-偏股,0.00%,0.00%,19.85%,0.00%,19.85%,3,新易盛(光芯片/光通信) 7.97%; 中际旭创(光芯片/光通信) 7.01%; 源杰科技(光芯片/光通信) 4.87%
000496,长安产业精选混合A,混合型-灵活,0.00%,0.00%,19.84%,0.00%,19.84%,3,新易盛(光芯片/光通信) 8.45%; 中际旭创(光芯片/光通信) 8.09%; 天孚通信(光芯片/光通信) 3.30%
002071,长安产业精选混合C,混合型-灵活,0.00%,0.00%,19.84%,0.00%,19.84%,3,新易盛(光芯片/光通信) 8.45%; 中际旭创(光芯片/光通信) 8.09%; 天孚通信(光芯片/光通信) 3.30%
007875,国融融兴混合A,混合型-灵活,0.00%,0.00%,0.00%,19.84%,19.84%,4,海光信息(电芯片/核心半导体) 5.55%; 北方华创(电芯片/核心半导体) 4.93%; 中芯国际(电芯片/核心半导体) 4.85%; 中微公司(电芯片/核心半导体) 4.51%
007876,国融融兴混合C,混合型-灵活,0.00%,0.00%,0.00%,19.84%,19.84%,4,海光信息(电芯片/核心半导体) 5.55%; 北方华创(电芯片/核心半导体) 4.93%; 中芯国际(电芯片/核心半导体) 4.85%; 中微公司(电芯片/核心半导体) 4.51%
009808,易方达创新成长混合,混合型-偏股,0.00%,0.00%,19.84%,0.00%,19.84%,3,新易盛(光芯片/光通信) 8.69%; 中际旭创(光芯片/光通信) 7.25%; 长飞光纤光缆(光芯片/光通信) 3.90%
024439,交银瑞安混合A,混合型-偏股,0.00%,0.00%,17.68%,2.15%,19.83%,4,新易盛(光芯片/光通信) 8.21%; 中际旭创(光芯片/光通信) 6.14%; 长飞光纤光缆(光芯片/光通信) 3.33%; 华虹半导体(电芯片/核心半导体) 2.15%
024440,交银瑞安混合C,混合型-偏股,0.00%,0.00%,17.68%,2.15%,19.83%,4,新易盛(光芯片/光通信) 8.21%; 中际旭创(光芯片/光通信) 6.14%; 长飞光纤光缆(光芯片/光通信) 3.33%; 华虹半导体(电芯片/核心半导体) 2.15%
001112,东方红中国优势混合,混合型-灵活,0.00%,0.00%,0.00%,19.83%,19.83%,4,北方华创(电芯片/核心半导体) 6.15%; 中微公司(电芯片/核心半导体) 5.43%; 中芯国际(电芯片/核心半导体) 4.18%; 晶晨股份(电芯片/核心半导体) 4.07%
016029,湘财成长优选一年持有混合A,混合型-偏股,0.00%,6.43%,0.00%,13.39%,19.82%,3,寒武纪(电芯片/核心半导体) 6.87%; 中微公司(电芯片/核心半导体) 6.52%; 兆易创新(存储) 6.43%
016030,湘财成长优选一年持有混合C,混合型-偏股,0.00%,6.43%,0.00%,13.39%,19.82%,3,寒武纪(电芯片/核心半导体) 6.87%; 中微公司(电芯片/核心半导体) 6.52%; 兆易创新(存储) 6.43%
019575,太平科创精选混合发起式A,混合型-偏股,0.00%,0.00%,0.00%,19.81%,19.81%,4,海光信息(电芯片/核心半导体) 6.99%; 中芯国际(电芯片/核心半导体) 5.80%; 中微公司(电芯片/核心半导体) 4.16%; 寒武纪(电芯片/核心半导体) 2.86%
019574,太平科创精选混合发起式C,混合型-偏股,0.00%,0.00%,0.00%,19.81%,19.81%,4,海光信息(电芯片/核心半导体) 6.99%; 中芯国际(电芯片/核心半导体) 5.80%; 中微公司(电芯片/核心半导体) 4.16%; 寒武纪(电芯片/核心半导体) 2.86%
501083,银华科创主题灵活配置混合(LOF),混合型-灵活,0.00%,0.00%,16.22%,3.58%,19.80%,3,新易盛(光芯片/光通信) 8.71%; 中际旭创(光芯片/光通信) 7.51%; 寒武纪(电芯片/核心半导体) 3.58%
020588,景顺长城成长机遇混合C,混合型-偏股,0.00%,4.30%,15.49%,0.00%,19.79%,3,中际旭创(光芯片/光通信) 8.71%; 新易盛(光芯片/光通信) 6.78%; 兆易创新(存储) 4.30%
020587,景顺长城成长机遇混合A,混合型-偏股,0.00%,4.30%,15.49%,0.00%,19.79%,3,中际旭创(光芯片/光通信) 8.71%; 新易盛(光芯片/光通信) 6.78%; 兆易创新(存储) 4.30%
006257,信澳先进智造股票型A,股票型,0.00%,0.00%,0.00%,19.79%,19.79%,3,思特威(电芯片/核心半导体) 8.06%; 华虹半导体(电芯片/核心半导体) 6.13%; 恒玄科技(电芯片/核心半导体) 5.60%
024169,信澳先进智造股票型C,股票型,0.00%,0.00%,0.00%,19.79%,19.79%,3,思特威(电芯片/核心半导体) 8.06%; 华虹半导体(电芯片/核心半导体) 6.13%; 恒玄科技(电芯片/核心半导体) 5.60%
001827,富国研究优选沪港深灵活配置混合A,混合型-灵活,0.00%,0.00%,14.48%,5.30%,19.78%,3,中际旭创(光芯片/光通信) 7.51%; 新易盛(光芯片/光通信) 6.97%; 寒武纪(电芯片/核心半导体) 5.30%
002771,安信新回报混合C,混合型-灵活,0.00%,0.00%,19.78%,0.00%,19.78%,2,新易盛(光芯片/光通信) 9.92%; 中际旭创(光芯片/光通信) 9.86%
002770,安信新回报混合A,混合型-灵活,0.00%,0.00%,19.78%,0.00%,19.78%,2,新易盛(光芯片/光通信) 9.92%; 中际旭创(光芯片/光通信) 9.86%
018246,富国研究优选沪港深灵活配置混合C,混合型-灵活,0.00%,0.00%,14.48%,5.30%,19.78%,3,中际旭创(光芯片/光通信) 7.51%; 新易盛(光芯片/光通信) 6.97%; 寒武纪(电芯片/核心半导体) 5.30%
005449,华夏行业龙头混合,混合型-偏股,0.00%,4.57%,4.81%,10.38%,19.76%,4,海光信息(电芯片/核心半导体) 5.99%; 中际旭创(光芯片/光通信) 4.81%; 兆易创新(存储) 4.57%; 寒武纪(电芯片/核心半导体) 4.39%
001279,中海积极增利混合,混合型-灵活,0.00%,9.80%,5.12%,4.83%,19.75%,4,源杰科技(光芯片/光通信) 5.12%; 北京君正(存储) 5.02%; 芯原股份(电芯片/核心半导体) 4.83%; 澜起科技(存储) 4.78%
015795,天弘创业板指数增强C,指数型-股票,0.00%,0.00%,19.24%,0.50%,19.74%,4,中际旭创(光芯片/光通信) 9.37%; 新易盛(光芯片/光通信) 7.93%; 天孚通信(光芯片/光通信) 1.94%; 中微公司(电芯片/核心半导体) 0.50%
015794,天弘创业板指数增强A,指数型-股票,0.00%,0.00%,19.24%,0.50%,19.74%,4,中际旭创(光芯片/光通信) 9.37%; 新易盛(光芯片/光通信) 7.93%; 天孚通信(光芯片/光通信) 1.94%; 中微公司(电芯片/核心半导体) 0.50%
025165,易方达创业板增强C,指数型-股票,0.00%,0.00%,19.41%,0.27%,19.68%,4,中际旭创(光芯片/光通信) 9.16%; 新易盛(光芯片/光通信) 8.02%; 天孚通信(光芯片/光通信) 2.23%; 寒武纪(电芯片/核心半导体) 0.27%
025164,易方达创业板增强A,指数型-股票,0.00%,0.00%,19.41%,0.27%,19.68%,4,中际旭创(光芯片/光通信) 9.16%; 新易盛(光芯片/光通信) 8.02%; 天孚通信(光芯片/光通信) 2.23%; 寒武纪(电芯片/核心半导体) 0.27%
025860,万家泓裕成长驱动混合发起式A,混合型-偏股,0.00%,0.00%,0.00%,19.68%,19.68%,6,中微公司(电芯片/核心半导体) 3.76%; 北方华创(电芯片/核心半导体) 3.66%; 华海清科(电芯片/核心半导体) 3.27%; 寒武纪(电芯片/核心半导体) 3.22%; 海光信息(电芯片/核心半导体) 2.92%; 中芯国际(电芯片/核心半导体) 2.85%
025861,万家泓裕成长驱动混合发起式C,混合型-偏股,0.00%,0.00%,0.00%,19.68%,19.68%,6,中微公司(电芯片/核心半导体) 3.76%; 北方华创(电芯片/核心半导体) 3.66%; 华海清科(电芯片/核心半导体) 3.27%; 寒武纪(电芯片/核心半导体) 3.22%; 海光信息(电芯片/核心半导体) 2.92%; 中芯国际(电芯片/核心半导体) 2.85%
003587,先锋精一混合C,混合型-灵活,0.00%,0.00%,6.37%,13.21%,19.58%,4,长光华芯(光芯片/光通信) 6.37%; 翱捷科技(电芯片/核心半导体) 5.03%; 海光信息(电芯片/核心半导体) 4.73%; 中微公司(电芯片/核心半导体) 3.45%
003586,先锋精一混合A,混合型-灵活,0.00%,0.00%,6.37%,13.21%,19.58%,4,长光华芯(光芯片/光通信) 6.37%; 翱捷科技(电芯片/核心半导体) 5.03%; 海光信息(电芯片/核心半导体) 4.73%; 中微公司(电芯片/核心半导体) 3.45%
022334,广发产业甄选混合A,混合型-偏股,0.00%,5.55%,0.00%,14.03%,19.58%,4,兆易创新(存储) 5.55%; 中微公司(电芯片/核心半导体) 5.25%; 海光信息(电芯片/核心半导体) 4.61%; 中芯国际(电芯片/核心半导体) 4.17%
022335,广发产业甄选混合C,混合型-偏股,0.00%,5.55%,0.00%,14.03%,19.58%,4,兆易创新(存储) 5.55%; 中微公司(电芯片/核心半导体) 5.25%; 海光信息(电芯片/核心半导体) 4.61%; 中芯国际(电芯片/核心半导体) 4.17%
022365,永赢科技智选混合发起C,混合型-偏股,0.00%,0.00%,19.58%,0.00%,19.58%,2,中际旭创(光芯片/光通信) 9.85%; 新易盛(光芯片/光通信) 9.73%
022364,永赢科技智选混合发起A,混合型-偏股,0.00%,0.00%,19.58%,0.00%,19.58%,2,中际旭创(光芯片/光通信) 9.85%; 新易盛(光芯片/光通信) 9.73%
213003,宝盈策略增长混合,混合型-偏股,0.00%,0.00%,19.53%,0.00%,19.53%,3,新易盛(光芯片/光通信) 9.06%; 中际旭创(光芯片/光通信) 5.27%; 天孚通信(光芯片/光通信) 5.20%
160325,华夏创业板两年定开混合,混合型-偏股,0.00%,0.00%,19.50%,0.00%,19.50%,3,中际旭创(光芯片/光通信) 8.82%; 新易盛(光芯片/光通信) 8.13%; 天孚通信(光芯片/光通信) 2.55%
159131,港股通信息技术ETF华宝,指数型-股票,0.00%,0.00%,0.00%,19.49%,19.49%,2,中芯国际(电芯片/核心半导体) 12.44%; 华虹半导体(电芯片/核心半导体) 7.05%
010442,东方红启盛三年持有混合B,混合型-偏股,0.00%,0.00%,0.00%,19.45%,19.45%,4,北方华创(电芯片/核心半导体) 6.82%; 中芯国际(电芯片/核心半导体) 4.90%; 中微公司(电芯片/核心半导体) 4.01%; 晶晨股份(电芯片/核心半导体) 3.72%
910006,东方红启盛三年持有混合A,混合型-偏股,0.00%,0.00%,0.00%,19.45%,19.45%,4,北方华创(电芯片/核心半导体) 6.82%; 中芯国际(电芯片/核心半导体) 4.90%; 中微公司(电芯片/核心半导体) 4.01%; 晶晨股份(电芯片/核心半导体) 3.72%
159810,创业板ETF浦银,指数型-股票,0.00%,0.00%,19.43%,0.00%,19.43%,3,中际旭创(光芯片/光通信) 9.30%; 新易盛(光芯片/光通信) 7.57%; 天孚通信(光芯片/光通信) 2.56%
169201,浙商鼎盈事件驱动混合,混合型-灵活,0.00%,4.79%,0.00%,14.63%,19.42%,4,中微公司(电芯片/核心半导体) 5.21%; 思瑞浦(电芯片/核心半导体) 5.12%; 普冉股份(存储) 4.79%; 芯原股份(电芯片/核心半导体) 4.30%
159948,创业板ETF南方,指数型-股票,0.00%,0.00%,19.39%,0.00%,19.39%,3,中际旭创(光芯片/光通信) 9.31%; 新易盛(光芯片/光通信) 7.54%; 天孚通信(光芯片/光通信) 2.54%
159977,创业板ETF天弘,指数型-股票,0.00%,0.00%,19.39%,0.00%,19.39%,3,中际旭创(光芯片/光通信) 9.31%; 新易盛(光芯片/光通信) 7.54%; 天孚通信(光芯片/光通信) 2.54%
000963,兴业多策略混合,混合型-灵活,0.00%,0.00%,6.35%,13.01%,19.36%,3,海光信息(电芯片/核心半导体) 6.58%; 寒武纪(电芯片/核心半导体) 6.43%; 长芯博创(光芯片/光通信) 6.35%
001323,东吴移动互联混合A,混合型-灵活,0.00%,0.00%,19.35%,0.00%,19.35%,2,新易盛(光芯片/光通信) 9.82%; 中际旭创(光芯片/光通信) 9.53%
002170,东吴移动互联混合C,混合型-灵活,0.00%,0.00%,19.35%,0.00%,19.35%,2,新易盛(光芯片/光通信) 9.82%; 中际旭创(光芯片/光通信) 9.53%
159964,创业板ETF平安,指数型-股票,0.00%,0.00%,19.35%,0.00%,19.35%,3,中际旭创(光芯片/光通信) 9.29%; 新易盛(光芯片/光通信) 7.52%; 天孚通信(光芯片/光通信) 2.54%
159952,创业板ETF广发,指数型-股票,0.00%,0.00%,19.34%,0.00%,19.34%,3,中际旭创(光芯片/光通信) 9.32%; 新易盛(光芯片/光通信) 7.50%; 天孚通信(光芯片/光通信) 2.52%
159971,创业板ETF富国,指数型-股票,0.00%,0.00%,19.34%,0.00%,19.34%,3,中际旭创(光芯片/光通信) 9.29%; 新易盛(光芯片/光通信) 7.51%; 天孚通信(光芯片/光通信) 2.54%
