基金代码,基金名称,基金类型,证券代码,证券名称,口径,分类,占净值比例,原始重复行数,原始最大行序号
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,9.80%,1,2
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,8.56%,1,3
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,AMD,超威半导体,狭义海外AI,核心算力-GPU,7.40%,1,5
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,000660,SK海力士,狭义海外AI,AI存储/HBM,4.11%,1,7
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,INTC,英特尔,扩展海外AI,半导体,3.66%,1,8
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,ASML,阿斯麦,狭义海外AI,半导体设备,3.58%,1,9
100055,富国全球科技互联网股票(QDII)A,QDII-普通股票,005930,三星电子,扩展海外AI,半导体/存储,3.33%,1,10
100061,富国中国中小盘混合(QDII)人民币A,QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,4.97%,1,1
110011,易方达优质精选混合(QDII),QDII-混合偏股,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.56%,1,5
110011,易方达优质精选混合(QDII),QDII-混合偏股,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.04%,1,7
118001,易方达亚洲精选股票,QDII-普通股票,005930,三星电子,扩展海外AI,半导体/存储,9.18%,1,3
118001,易方达亚洲精选股票,QDII-普通股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.77%,1,4
118001,易方达亚洲精选股票,QDII-普通股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,8.41%,1,5
118001,易方达亚洲精选股票,QDII-普通股票,000660,SK海力士,狭义海外AI,AI存储/HBM,7.59%,1,7
118001,易方达亚洲精选股票,QDII-普通股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.13%,1,8
118001,易方达亚洲精选股票,QDII-普通股票,TSM,台积电,狭义海外AI,先进制程代工,6.79%,1,9
118001,易方达亚洲精选股票,QDII-普通股票,ASML,阿斯麦,狭义海外AI,半导体设备,5.19%,1,10
118001,易方达亚洲精选股票,QDII-普通股票,2330,台积电,狭义海外AI,先进制程代工,3.31%,1,11
118002,易方达标普消费品指数A,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,2.84%,1,9
118002,易方达标普消费品指数A,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,1.05%,1,15
159101,港股通科技ETF华夏,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,14.80%,1,1
159101,港股通科技ETF华夏,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.59%,1,2
159101,港股通科技ETF华夏,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,13.24%,1,3
159101,港股通科技ETF华夏,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.48%,1,6
159102,港股通生物科技ETF华安,指数型-股票,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,3.17%,1,10
159105,恒生生物科技ETF易方达,指数型-股票,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,3.23%,1,10
159109,恒生50ETF景顺,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,14.66%,1,1
159109,恒生50ETF景顺,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,13.66%,1,2
159109,恒生50ETF景顺,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,4.09%,1,5
159120,港股通科技ETF国联安,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,15.25%,1,1
159120,港股通科技ETF国联安,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,14.83%,1,2
159120,港股通科技ETF国联安,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.18%,1,3
159120,港股通科技ETF国联安,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.46%,1,5
159120,港股通科技ETF国联安,指数型-股票,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,3.82%,1,7
159120,港股通科技ETF国联安,指数型-股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,3.11%,1,8
159120,港股通科技ETF国联安,指数型-股票,00992,联想集团,广义离岸中国AI,中国离岸AI PC/服务器,3.10%,1,9
159120,港股通科技ETF国联安,指数型-股票,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,3.09%,1,10
159125,港股通科技ETF招商,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,14.67%,1,1
159125,港股通科技ETF招商,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.46%,1,2
159125,港股通科技ETF招商,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,13.13%,1,3
159125,港股通科技ETF招商,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.43%,1,6
159126,港股通50ETF南方,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.34%,1,2
159126,港股通50ETF南方,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.08%,1,3
159126,港股通50ETF南方,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,3.82%,1,7
159128,港股科技ETF天弘,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,14.81%,1,1
159128,港股科技ETF天弘,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.60%,1,2
159128,港股科技ETF天弘,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,13.25%,1,3
159128,港股科技ETF天弘,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.48%,1,6
159130,恒生生物科技ETF鹏华,指数型-股票,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,3.22%,1,10
159131,港股通信息技术ETF华宝,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,13.14%,1,1
159131,港股通信息技术ETF华宝,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,12.44%,1,2
159131,港股通信息技术ETF华宝,指数型-股票,00992,联想集团,广义离岸中国AI,中国离岸AI PC/服务器,8.95%,1,3
159131,港股通信息技术ETF华宝,指数型-股票,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,7.05%,1,4
159131,港股通信息技术ETF华宝,指数型-股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,6.57%,1,5
159132,恒生生物科技ETF富国,指数型-股票,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,3.25%,1,10
159135,港股通科技ETF前海开源,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,15.33%,2,1
159135,港股通科技ETF前海开源,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,14.91%,2,2
159135,港股通科技ETF前海开源,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.29%,2,3
159135,港股通科技ETF前海开源,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.50%,2,5
159135,港股通科技ETF前海开源,指数型-股票,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,3.85%,2,7
159135,港股通科技ETF前海开源,指数型-股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,3.19%,2,8
159135,港股通科技ETF前海开源,指数型-股票,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,3.09%,2,9
159135,港股通科技ETF前海开源,指数型-股票,00992,联想集团,广义离岸中国AI,中国离岸AI PC/服务器,3.08%,1,10
159137,港股通医疗ETF华宝,指数型-股票,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,5.24%,2,4
159152,港股通科技ETF平安,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,15.00%,2,1
159152,港股通科技ETF平安,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,14.61%,2,2
159152,港股通科技ETF平安,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,13.97%,2,3
159152,港股通科技ETF平安,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.36%,2,5
159152,港股通科技ETF平安,指数型-股票,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,3.76%,2,7
159152,港股通科技ETF平安,指数型-股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,3.07%,2,8
159152,港股通科技ETF平安,指数型-股票,00992,联想集团,广义离岸中国AI,中国离岸AI PC/服务器,3.02%,1,9
159152,港股通科技ETF平安,指数型-股票,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,2.99%,2,10
159170,港股通互联网ETF永赢,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,15.12%,2,1
159170,港股通互联网ETF永赢,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.66%,2,2
159170,港股通互联网ETF永赢,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,14.10%,2,3
159170,港股通互联网ETF永赢,指数型-股票,00992,联想集团,广义离岸中国AI,中国离岸AI PC/服务器,4.75%,2,5
159170,港股通互联网ETF永赢,指数型-股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,4.37%,2,6
159170,港股通互联网ETF永赢,指数型-股票,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,4.02%,2,8
159202,恒生互联网ETF万家,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,15.12%,1,1
159202,恒生互联网ETF万家,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.08%,1,2
159202,恒生互联网ETF万家,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,10.69%,1,4
159202,恒生互联网ETF万家,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,5.45%,1,8
159202,恒生互联网ETF万家,指数型-海外股票,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,3.23%,1,9
159202,恒生互联网ETF万家,指数型-海外股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,2.63%,1,10
159251,港股通科技ETF万家,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,14.69%,1,1
159251,港股通科技ETF万家,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.50%,1,2
159251,港股通科技ETF万家,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,13.16%,1,3
159251,港股通科技ETF万家,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.45%,1,6
159262,港股通科技ETF广发,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,15.16%,1,1
159262,港股通科技ETF广发,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,14.75%,1,2
159262,港股通科技ETF广发,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.11%,1,3
159262,港股通科技ETF广发,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.43%,1,5
159262,港股通科技ETF广发,指数型-股票,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,3.80%,1,7
159262,港股通科技ETF广发,指数型-股票,00992,联想集团,广义离岸中国AI,中国离岸AI PC/服务器,3.40%,1,8
159262,港股通科技ETF广发,指数型-股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,3.10%,1,9
159262,港股通科技ETF广发,指数型-股票,01347,华虹半导体,广义离岸中国AI,中国离岸半导体制造,3.04%,1,10
159269,港股通科技ETF南方,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.34%,1,3
159269,港股通科技ETF南方,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,9.06%,1,4
159269,港股通科技ETF南方,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,8.71%,1,5
159269,港股通科技ETF南方,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,6.19%,1,6
159271,恒生ETF鹏华,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,11.09%,1,1
159271,恒生ETF鹏华,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.12%,1,3
159271,恒生ETF鹏华,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,3.59%,1,7
159273,云计算ETF汇添富,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,8.27%,1,3
159273,云计算ETF汇添富,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.02%,1,4
159280,港股通互联网ETF汇添富,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,15.05%,1,1
159280,港股通互联网ETF汇添富,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.60%,1,2
159280,港股通互联网ETF汇添富,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,14.05%,1,3
159280,港股通互联网ETF汇添富,指数型-股票,00992,联想集团,广义离岸中国AI,中国离岸AI PC/服务器,4.71%,1,5
159280,港股通互联网ETF汇添富,指数型-股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,4.36%,1,6
159280,港股通互联网ETF汇添富,指数型-股票,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,4.00%,1,8
159312,恒指港股通ETF广发,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.47%,1,1
159312,恒指港股通ETF广发,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,6.91%,1,3
159312,恒指港股通ETF广发,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,4.47%,1,6
159318,恒指港股通ETF银华,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.65%,1,1
159318,恒指港股通ETF银华,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.10%,1,3
159318,恒指港股通ETF银华,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,4.56%,1,6
159365,恒指港股通ETF富国,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,7.90%,1,1
159365,恒指港股通ETF富国,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,7.33%,1,3
159365,恒指港股通ETF富国,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,4.73%,1,6
159366,港股医疗ETF永赢,指数型-股票,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,5.30%,1,4
159501,纳指ETF嘉实,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.16%,1,1
159501,纳指ETF嘉实,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.29%,1,3
159501,纳指ETF嘉实,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.31%,1,4
159501,纳指ETF嘉实,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.25%,1,6
159501,纳指ETF嘉实,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.22%,1,8
159501,纳指ETF嘉实,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.00%,1,9
159501,纳指ETF嘉实,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.83%,1,10
159506,港股通医疗ETF富国,指数型-股票,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,3.52%,1,8
159509,纳指科技ETF景顺,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,12.69%,1,1
159509,纳指科技ETF景顺,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,12.12%,1,3
159509,纳指科技ETF景顺,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,7.25%,1,4
159509,纳指科技ETF景顺,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,6.79%,1,5
159509,纳指科技ETF景顺,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,6.10%,1,6
159509,纳指科技ETF景顺,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,5.69%,1,7
159509,纳指科技ETF景顺,指数型-海外股票,MU,美光科技,狭义海外AI,AI存储/HBM,2.94%,1,8
159509,纳指科技ETF景顺,指数型-海外股票,PLTR,Palantir Technologies Inc-A,狭义海外AI,AI软件,2.45%,1,9
159509,纳指科技ETF景顺,指数型-海外股票,AMD,超威半导体,狭义海外AI,核心算力-GPU,2.40%,1,10
159509,纳指科技ETF景顺,指数型-海外股票,AMAT,应用材料,狭义海外AI,半导体设备,1.98%,1,11
159513,纳斯达克100ETF大成,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,6.97%,1,1
159513,纳斯达克100ETF大成,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,4.53%,1,3
159513,纳斯达克100ETF大成,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,3.66%,1,4
159513,纳斯达克100ETF大成,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,2.76%,1,6
159513,纳斯达克100ETF大成,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,2.75%,1,8
159513,纳斯达克100ETF大成,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,2.55%,1,9
159513,纳斯达克100ETF大成,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.41%,1,10
159519,港股国企ETF国泰,指数型-海外股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,4.53%,1,6
159529,标普消费ETF景顺,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,14.10%,1,1
159550,互联网ETF东财,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,9.26%,1,1
159550,互联网ETF东财,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,8.98%,1,2
159550,互联网ETF东财,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,7.83%,1,3
159568,港股互联网ETF博时,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,15.19%,1,1
159568,港股互联网ETF博时,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.73%,1,2
159568,港股互联网ETF博时,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,13.82%,1,3
159568,港股互联网ETF博时,指数型-股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,4.18%,1,5
159577,美国50ETF汇添富,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,11.62%,1,1
159577,美国50ETF汇添富,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,7.17%,1,3
159577,美国50ETF汇添富,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,5.50%,1,4
159577,美国50ETF汇添富,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,4.59%,1,5
159577,美国50ETF汇添富,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.83%,1,6
159577,美国50ETF汇添富,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,3.82%,1,7
159577,美国50ETF汇添富,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.42%,1,8
159605,中概互联ETF广发,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,16.65%,1,1
159605,中概互联ETF广发,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,15.34%,1,2
159605,中概互联ETF广发,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,10.47%,1,3
159605,中概互联ETF广发,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,5.15%,1,8
159607,中概互联网ETF嘉实,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,14.93%,1,1
159607,中概互联网ETF嘉实,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.48%,1,2
159607,中概互联网ETF嘉实,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,9.99%,1,4
159607,中概互联网ETF嘉实,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,5.91%,1,8
159612,标普500ETF国泰,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,6.90%,1,1
159612,标普500ETF国泰,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,4.48%,1,3
159612,标普500ETF国泰,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,3.31%,1,4
159612,标普500ETF国泰,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,2.73%,1,5
159612,标普500ETF国泰,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.39%,1,6
159612,标普500ETF国泰,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,2.19%,1,7
159612,标普500ETF国泰,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,2.04%,1,8
159615,恒生生物科技ETF南方,指数型-海外股票,02228,晶泰控股,广义离岸中国AI,中国离岸AI制药,3.24%,1,10
159632,纳斯达克ETF华安,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,7.96%,1,1
159632,纳斯达克ETF华安,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.17%,1,3
159632,纳斯达克ETF华安,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.18%,1,4
159632,纳斯达克ETF华安,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.16%,1,6
159632,纳斯达克ETF华安,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.14%,1,8
159632,纳斯达克ETF华安,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,2.92%,1,9
159632,纳斯达克ETF华安,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.75%,1,10
159636,港股通科技30ETF工银,指数型-股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,14.76%,1,1
159636,港股通科技30ETF工银,指数型-股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,14.55%,1,2
159636,港股通科技30ETF工银,指数型-股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,13.21%,1,3
159636,港股通科技30ETF工银,指数型-股票,00981,中芯国际,广义离岸中国AI,中国离岸半导体制造,5.46%,1,6
159655,标普500ETF华夏,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,7.47%,1,1
159655,标普500ETF华夏,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,4.84%,1,3
159655,标普500ETF华夏,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,3.59%,1,4
159655,标普500ETF华夏,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,2.95%,1,5
159655,标普500ETF华夏,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.59%,1,6
159655,标普500ETF华夏,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,2.36%,1,7
159655,标普500ETF华夏,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,2.21%,1,8
159659,纳斯达克100ETF招商,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.66%,1,1
159659,纳斯达克100ETF招商,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.62%,1,3
159659,纳斯达克100ETF招商,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.57%,1,4
159659,纳斯达克100ETF招商,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.45%,1,6
159659,纳斯达克100ETF招商,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.42%,1,8
159659,纳斯达克100ETF招商,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.19%,1,9
159659,纳斯达克100ETF招商,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,3.00%,1,10
159660,纳指ETF汇添富,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.31%,1,1
159660,纳指ETF汇添富,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.39%,1,3
159660,纳指ETF汇添富,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.38%,1,4
159660,纳指ETF汇添富,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.31%,1,6
159660,纳指ETF汇添富,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.28%,1,8
159660,纳指ETF汇添富,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,3.06%,1,9
159660,纳指ETF汇添富,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.88%,1,10
159688,恒生互联网ETF华安,指数型-海外股票,00700,腾讯控股,广义离岸中国AI,中国离岸AI平台/云,13.91%,1,1
159688,恒生互联网ETF华安,指数型-海外股票,09988,阿里巴巴-W,广义离岸中国AI,中国离岸AI平台/云,12.95%,1,2
159688,恒生互联网ETF华安,指数型-海外股票,01810,小米集团-W,广义离岸中国AI,中国离岸AI终端/汽车,9.83%,1,4
159688,恒生互联网ETF华安,指数型-海外股票,09888,百度集团-SW,广义离岸中国AI,中国离岸AI/自动驾驶/云,4.98%,1,8
159688,恒生互联网ETF华安,指数型-海外股票,09660,地平线机器人-W,广义离岸中国AI,中国离岸AI芯片/自动驾驶,2.97%,1,9
159688,恒生互联网ETF华安,指数型-海外股票,00020,商汤-W,广义离岸中国AI,中国离岸AI软件,2.42%,1,10
159696,纳指ETF易方达,指数型-海外股票,NVDA,英伟达,狭义海外AI,核心算力-GPU,8.04%,1,1
159696,纳指ETF易方达,指数型-海外股票,MSFT,微软,狭义海外AI,AI云/软件,5.21%,1,3
159696,纳指ETF易方达,指数型-海外股票,AMZN,亚马逊,狭义海外AI,AI云,4.24%,1,4
159696,纳指ETF易方达,指数型-海外股票,META,Meta Platforms Inc-A,狭义海外AI,AI平台,3.20%,1,6
159696,纳指ETF易方达,指数型-海外股票,GOOGL,谷歌-A,狭义海外AI,AI云/大模型,3.17%,1,8
159696,纳指ETF易方达,指数型-海外股票,GOOG,谷歌-C,狭义海外AI,AI云/大模型,2.96%,1,9
159696,纳指ETF易方达,指数型-海外股票,AVGO,博通,狭义海外AI,AI网络/ASIC,2.78%,1,10
